;Asset1;Asset2;Asset3;Asset4;Asset5;Asset6;Asset7;Asset8;Asset9;Asset10;Asset11;Asset12;Asset13;Asset14;Asset15
223;138.77;93.55;283.7;166.86;143.76;121.24;110.34;115.38;94.18;107.3;115.32;124.8;95.24;98.95;103.86
224;138.66;93.09;288.98;166.61;144.2;121.14;108.63;114.99;93.9;107.7;115.24;124.54;95.74;98.56;103.34
225;135.68;91.0;269.78;161.02;138.71;119.54;108.65;113.75;93.26;106.21;113.14;122.51;97.48;99.39;102.3
226;135.79;91.23;281.08;163.47;138.2;119.47;112.15;114.8;92.99;106.69;113.56;121.86;97.03;99.96;101.73
227;138.78;93.12;287.58;164.03;139.55;120.48;113.93;115.42;93.19;108.06;114.33;122.66;97.11;101.94;102.12
228;138.59;93.55;293.71;165.03;139.41;121.56;113.61;115.93;93.6;107.65;114.92;122.63;97.73;102.75;101.29
229;140.41;93.88;289.75;164.82;141.16;122.28;113.52;115.98;93.93;107.8;115.13;123.21;97.27;104.25;100.98
230;140.84;92.39;293.01;164.33;141.08;123.51;113.03;116.34;93.6;107.75;115.42;123.05;97.09;104.03;101.52
231;142.29;91.26;292.35;164.9;140.48;123.81;113.26;117.5;92.99;106.63;115.93;122.95;97.35;99.05;101.05
232;143.16;91.13;299.92;164.62;140.5;123.33;113.0;119.61;92.76;106.23;115.96;122.94;98.26;100.87;101.23
233;142.9;90.83;306.33;164.68;138.1;123.4;113.03;120.32;92.25;105.56;115.82;122.24;97.84;100.59;101.98
234;142.84;90.9;305.23;163.71;135.22;124.06;113.68;121.33;91.57;104.97;115.77;121.72;98.6;97.87;101.59
235;143.14;92.02;305.25;164.16;136.71;124.28;115.43;121.47;91.79;105.77;116.65;122.53;98.22;97.95;100.94
236;143.55;92.56;303.73;166.59;136.02;125.26;115.16;121.7;90.43;104.6;117.08;123.1;98.98;96.54;101.19
237;142.53;92.89;312.97;164.96;136.27;125.78;116.08;122.44;91.13;104.68;116.94;122.28;99.17;96.01;100.6
238;141.65;92.72;311.55;165.52;136.55;124.79;114.16;122.02;92.37;105.67;116.61;121.39;100.34;97.61;100.82
239;140.24;91.89;315.32;166.5;138.11;125.18;114.48;122.52;92.03;105.27;116.8;121.3;100.01;92.61;100.69
240;142.27;91.59;338.2;166.1;139.83;125.18;114.16;121.99;91.7;105.5;116.83;121.27;98.94;92.44;100.83
241;143.51;92.75;316.33;159.66;143.13;123.19;114.87;121.3;93.42;107.94;116.73;122.09;98.33;92.83;101.47
242;143.71;96.07;317.11;155.84;143.17;121.81;114.61;120.8;94.33;109.6;116.62;120.73;98.15;93.34;101.31
243;143.28;94.45;320.14;157.09;143.64;123.86;115.01;121.39;94.36;109.69;117.14;121.22;98.12;94.11;101.37
244;141.87;95.24;320.82;155.56;143.35;124.18;115.56;122.17;93.35;108.14;117.02;120.79;98.67;90.6;101.25
245;144.16;96.88;322.19;154.63;142.49;122.68;114.13;121.09;93.57;107.86;116.76;120.18;97.07;90.05;101.19
246;145.78;97.09;320.6;152.47;141.85;122.68;108.82;112.38;94.97;109.91;116.8;121.25;97.21;90.62;101.81
247;145.64;96.42;332.66;156.83;144.96;123.49;109.2;110.51;94.14;109.01;117.77;122.35;96.45;89.53;101.26
248;145.03;94.17;332.17;155.4;144.06;122.95;109.26;109.55;93.62;108.02;116.98;121.95;96.2;87.56;101.84
249;140.19;93.0;337.2;156.32;143.4;123.16;110.27;109.71;92.64;106.0;116.91;121.51;96.39;86.15;101.9
250;140.69;92.23;334.88;156.07;143.23;122.39;109.23;107.45;92.23;105.96;116.86;121.68;96.71;86.57;101.63
251;141.06;92.3;325.28;156.76;142.97;124.52;108.24;105.67;92.83;106.51;117.04;121.32;97.38;87.12;101.79
252;141.25;92.43;321.72;156.27;143.59;124.05;109.2;107.73;92.41;105.64;117.08;122.0;96.61;87.87;101.34
253;140.81;91.09;309.95;154.03;144.93;123.63;109.94;107.1;92.26;105.57;116.13;121.14;96.62;89.61;101.48
254;144.23;90.66;320.88;156.28;147.84;125.36;110.66;107.71;92.74;105.78;117.16;121.01;96.74;90.62;100.09
255;143.13;90.46;310.16;153.98;150.03;123.0;109.82;106.71;91.79;105.62;116.15;118.74;96.45;91.01;99.7
256;145.59;90.42;305.68;154.34;150.44;122.17;109.46;107.55;91.83;105.84;116.33;117.97;96.18;93.26;99.19
257;144.93;91.9;294.62;153.78;153.5;121.61;109.0;106.8;93.39;107.83;116.6;119.7;94.41;95.34;99.35
258;145.64;91.56;302.48;154.42;155.04;122.47;108.94;106.26;91.96;106.13;116.77;119.34;94.6;91.41;99.9
259;144.31;88.08;303.39;152.96;154.55;121.48;109.15;105.64;91.13;105.32;115.67;118.7;94.74;92.2;100.02
260;144.86;87.54;310.33;154.51;155.32;122.35;108.95;103.64;91.25;104.98;116.41;118.53;93.69;89.59;99.34
261;146.11;87.18;325.0;155.46;154.23;123.88;105.92;101.54;91.18;104.53;116.52;119.0;93.96;89.93;99.52
262;147.63;88.98;343.63;156.18;153.11;125.3;106.94;102.05;92.09;105.39;117.28;120.3;94.43;92.14;98.91
263;146.96;89.69;339.66;158.36;154.08;124.98;108.55;103.29;92.1;105.63;117.5;120.61;94.29;93.34;99.39
264;147.37;89.65;348.79;159.72;152.68;126.27;110.41;102.89;92.45;105.95;118.05;120.61;95.09;94.27;99.52
265;147.46;89.79;347.31;160.28;151.25;126.14;110.46;102.78;91.98;105.71;118.04;120.49;95.57;93.21;98.9
266;146.11;90.02;350.93;160.83;150.72;127.12;110.21;101.88;91.68;105.22;118.11;119.18;96.21;93.98;98.91
267;147.18;90.19;349.11;161.84;150.94;127.99;109.73;101.71;91.96;105.97;118.75;120.16;96.22;95.44;98.26
268;146.45;89.35;354.18;161.11;150.94;127.81;109.95;101.54;91.98;106.14;118.73;119.78;96.5;94.77;98.44
269;145.46;86.74;355.45;161.04;150.43;129.75;110.14;101.17;91.13;104.74;118.69;117.9;97.23;92.71;97.6
270;147.63;85.13;351.33;162.99;151.07;130.76;111.21;101.54;90.85;104.69;118.56;118.13;97.2;93.86;97.15
271;156.31;85.17;349.64;163.69;153.59;130.26;113.57;103.0;91.3;105.9;118.91;118.9;97.03;97.0;97.51
272;154.92;85.67;353.68;164.46;152.15;131.38;114.12;102.28;91.42;106.64;118.94;119.57;96.82;98.74;97.46
273;156.08;86.34;342.0;161.35;151.52;129.71;115.39;102.57;91.94;107.64;118.82;119.49;97.64;99.33;96.77
274;155.71;85.47;347.61;160.21;151.07;129.17;115.43;102.81;90.54;109.68;118.67;118.21;98.33;100.69;97.09
275;155.5;85.74;343.63;159.39;151.93;129.7;115.69;106.59;91.04;110.77;118.58;117.35;98.19;101.62;96.61
276;154.34;85.17;347.82;160.8;153.97;131.41;116.43;107.41;91.19;112.38;118.87;118.11;98.65;99.57;95.98
277;154.33;85.44;347.61;168.4;154.1;131.94;116.47;108.46;91.68;112.05;118.93;117.66;98.59;100.45;96.09
278;154.97;86.24;352.03;166.72;153.09;131.04;116.97;106.19;91.55;111.01;118.67;118.19;98.28;99.31;95.76
279;156.05;86.31;353.57;167.6;155.01;131.43;116.4;105.2;91.24;111.7;118.89;119.87;97.54;100.43;95.49
280;156.54;85.8;364.44;170.19;155.61;132.22;117.56;105.54;91.18;111.36;119.09;119.98;97.53;100.04;96.35
281;156.13;85.57;360.1;171.55;155.04;131.94;118.01;106.08;90.95;111.94;118.8;120.23;97.4;99.59;96.17
282;156.03;86.07;363.93;172.6;154.79;131.54;118.78;105.48;91.24;112.49;118.76;118.54;98.68;100.38;96.55
283;154.41;84.7;348.35;167.1;152.58;129.61;117.4;105.34;90.7;111.7;117.04;117.84;99.51;98.42;96.49
284;154.0;84.36;329.78;169.43;151.3;130.39;117.02;105.34;89.82;110.81;117.19;116.59;99.82;98.89;96.42
285;155.17;84.9;356.09;171.98;153.07;132.71;117.45;106.19;89.85;110.28;118.37;117.99;99.55;96.39;95.97
286;155.09;84.16;353.08;173.86;153.47;133.7;117.56;105.5;89.63;110.14;118.31;118.42;98.74;96.31;96.38
287;155.73;84.03;349.21;173.16;152.41;134.82;117.86;107.78;88.97;109.47;118.47;119.26;98.98;94.75;96.66
288;154.4;82.86;341.43;169.84;150.03;133.3;116.0;106.98;87.58;108.53;116.65;118.57;99.72;95.38;96.39
289;155.46;82.19;341.5;169.45;150.18;133.76;115.43;105.97;88.02;109.1;116.43;117.82;99.67;98.26;96.87
290;155.02;81.99;336.53;169.14;149.99;134.69;116.01;105.96;87.72;108.38;116.57;117.21;100.06;95.95;96.54
291;158.05;82.36;344.02;171.9;151.53;135.79;116.46;107.06;88.14;108.98;117.73;118.22;99.62;96.5;96.08
292;156.59;81.65;350.9;172.12;151.72;134.63;116.38;107.51;87.99;109.23;117.32;117.85;99.91;98.06;96.49
293;156.63;81.35;349.61;171.35;151.47;134.69;114.02;102.09;87.66;110.09;117.08;117.79;99.73;96.07;96.04
294;157.41;81.99;346.69;171.99;152.08;134.86;114.44;102.85;88.11;110.89;117.27;117.59;100.19;96.96;96.16
295;157.03;81.92;349.14;173.72;151.6;135.42;113.57;102.91;87.83;110.41;117.33;117.02;101.53;94.33;94.96
296;158.31;81.82;348.57;175.27;150.77;135.4;114.64;103.6;87.8;110.52;117.43;115.92;101.79;94.07;94.86
297;160.41;81.28;350.64;175.74;151.12;135.35;114.31;104.19;87.4;110.38;117.97;116.49;101.4;93.09;94.81
298;160.33;82.19;358.6;176.44;150.43;135.08;113.63;105.74;87.66;110.27;118.64;117.16;102.03;95.67;95.42
299;161.41;84.16;360.76;176.5;151.77;135.57;114.06;106.75;87.94;111.44;118.88;118.03;102.67;95.79;95.29
300;161.44;82.86;351.13;174.38;148.14;134.41;116.14;107.36;88.64;112.13;117.98;117.18;103.81;98.56;95.42
301;159.64;83.43;350.92;174.19;149.13;134.63;116.55;107.17;90.48;114.54;118.35;117.52;103.4;99.57;95.18
302;160.71;80.41;352.55;173.49;146.52;136.43;116.61;107.45;90.77;114.55;118.33;117.83;104.27;99.43;95.15
303;160.78;79.74;346.43;170.67;146.34;136.26;114.8;106.13;90.52;113.51;118.15;117.8;104.34;96.17;94.35
304;162.22;79.41;357.67;173.75;148.6;138.51;115.1;106.16;91.02;115.29;119.43;119.26;103.18;97.37;94.44
305;165.04;80.05;358.96;173.06;150.43;138.59;115.87;107.97;91.3;115.26;119.84;120.0;102.95;97.69;94.9
306;163.25;80.72;360.57;171.76;150.86;138.09;116.23;109.96;91.62;116.99;119.93;120.2;102.59;99.86;94.78
307;164.41;81.22;358.52;170.29;150.56;138.42;115.97;109.54;91.98;117.27;119.79;120.38;102.69;101.05;95.45
308;165.63;80.91;381.18;172.01;151.63;137.4;116.99;109.49;91.96;117.45;120.02;120.12;102.36;101.05;95.2
309;168.98;82.7;396.93;170.71;153.78;136.79;116.43;108.55;91.98;118.03;120.19;120.47;101.26;101.09;95.07
310;170.23;81.83;396.5;170.77;155.47;137.54;116.51;108.99;92.13;119.2;120.32;120.66;101.26;100.22;94.9
311;170.38;82.23;393.31;167.91;156.57;136.97;117.16;109.86;92.51;119.24;120.4;120.75;101.71;102.11;94.63
312;170.29;83.69;382.56;165.03;157.28;137.41;116.45;108.94;91.75;119.34;120.03;121.34;100.05;102.39;95.59
313;169.8;84.09;378.83;163.41;156.95;137.74;115.75;108.81;91.79;120.18;120.11;121.67;100.26;102.61;95.01
314;169.65;84.9;361.9;161.97;155.77;134.42;115.2;109.51;93.0;120.89;119.84;121.34;101.3;105.77;95.15
315;169.91;84.29;363.93;164.76;155.08;134.32;115.55;110.69;92.9;120.41;119.85;121.38;100.54;105.08;95.73
316;169.93;82.4;371.91;165.93;157.53;135.56;115.4;110.92;93.52;120.34;120.34;121.68;99.49;105.61;96.29
317;170.9;81.96;371.81;164.91;157.86;136.46;114.91;110.57;94.39;120.52;120.49;121.95;99.65;104.44;96.59
318;170.19;81.76;378.35;165.81;158.07;137.32;113.73;110.83;94.15;120.39;120.93;122.79;99.34;104.66;96.33
319;170.2;83.08;378.83;165.48;160.27;137.58;114.18;111.91;93.75;120.32;121.4;123.26;98.66;102.45;96.12
320;171.28;83.85;379.62;166.2;161.12;137.78;115.3;111.37;93.9;120.72;121.66;123.65;98.57;102.13;96.72
321;172.96;82.77;382.79;165.12;159.48;137.41;115.11;111.45;93.93;120.47;121.82;123.56;98.74;101.24;96.61
322;172.49;82.98;382.58;167.18;161.63;138.63;115.58;112.71;94.2;121.5;122.5;123.92;98.44;102.88;96.53
323;173.22;82.47;383.7;167.08;161.34;139.27;114.98;105.98;93.84;119.91;122.37;123.48;98.57;99.84;96.9
324;173.15;79.22;392.36;167.66;160.49;139.63;117.21;104.3;94.21;120.61;122.15;123.61;99.36;100.43;96.65
325;174.93;78.99;399.85;167.73;161.69;140.02;122.45;105.83;94.47;121.72;122.44;123.56;100.05;103.14;96.66
326;175.49;78.01;404.1;168.43;161.21;141.5;124.77;106.5;94.87;122.27;122.66;123.54;99.67;103.91;96.06
327;177.39;77.94;404.29;167.84;159.79;141.07;125.31;106.06;94.67;122.07;122.45;123.5;100.26;102.49;95.65
328;178.37;77.7;411.83;168.9;159.58;141.78;126.07;107.84;94.65;122.09;122.56;123.29;100.89;104.21;95.92
329;179.41;78.99;418.9;172.01;162.87;141.31;124.79;107.14;95.11;123.09;122.77;123.55;100.77;105.06;96.06
330;178.14;78.41;418.52;172.64;162.51;140.32;125.14;106.85;95.28;123.18;122.85;123.51;99.46;105.08;96.22
331;179.16;78.17;418.16;171.88;163.12;140.66;125.49;106.29;95.05;121.06;122.95;124.03;99.22;105.41;96.41
332;179.52;79.73;418.62;167.81;163.32;139.64;125.75;106.9;95.03;121.11;122.99;123.67;99.76;103.89;96.22
333;180.33;80.57;416.72;168.1;165.65;140.34;127.26;108.46;95.45;121.56;123.62;123.77;99.02;104.25;95.79
334;180.77;75.47;416.12;168.02;165.37;140.31;129.02;109.32;95.6;121.86;123.12;124.1;99.05;105.12;96.56
335;189.77;74.02;420.48;169.02;168.0;141.46;128.05;109.48;95.86;122.17;123.32;124.28;98.84;106.28;96.51
336;187.85;72.7;409.86;168.28;168.17;142.87;128.78;109.41;95.52;121.36;122.75;123.82;98.87;105.69;96.51
337;187.99;72.09;414.16;169.35;169.37;143.27;128.98;109.6;95.86;121.36;122.9;125.68;98.16;106.62;96.01
338;189.18;70.3;427.21;175.42;169.42;143.15;128.33;109.55;96.14;116.34;123.9;126.57;98.33;109.18;97.52
339;187.37;69.01;431.4;179.37;168.82;143.58;126.55;108.1;95.94;117.21;123.5;126.56;98.77;109.68;97.8
340;186.42;68.17;437.69;181.87;167.49;143.51;127.07;108.67;95.73;118.74;123.62;126.78;98.22;110.15;97.39
341;187.1;67.69;438.51;179.55;168.0;144.93;127.99;109.75;96.32;118.75;123.81;127.04;98.77;109.99;97.4
342;187.34;67.42;435.85;180.86;169.12;144.81;129.24;111.28;95.93;118.17;123.84;126.95;98.83;110.47;97.6
343;187.56;68.1;441.67;185.59;168.82;145.31;130.52;112.28;95.53;117.82;124.22;127.12;98.18;112.7;97.32
344;189.05;68.06;443.66;187.47;167.77;146.04;129.1;111.35;96.19;119.92;124.38;126.87;99.18;116.16;97.71
345;190.56;68.33;448.74;188.07;164.39;146.26;129.46;112.18;95.99;120.13;124.36;126.26;98.74;115.86;97.73
346;188.47;68.03;442.66;189.61;162.54;146.76;131.37;114.05;95.86;119.54;124.54;126.05;99.35;115.07;97.83
347;185.79;67.59;434.54;189.22;162.52;146.32;131.43;114.09;96.44;120.13;124.07;124.58;99.66;115.8;97.86
348;187.36;69.28;457.44;188.6;162.32;145.99;132.33;115.6;96.14;120.07;123.96;123.96;98.64;114.93;97.44
349;187.43;64.31;450.01;187.84;162.91;145.36;132.43;115.67;96.08;120.12;124.08;123.06;99.02;114.97;97.32
350;188.81;60.52;453.29;185.0;161.93;146.12;132.58;115.66;95.33;119.8;123.79;122.46;99.34;112.82;97.29
351;184.09;61.74;444.4;182.56;163.46;143.86;130.74;114.01;94.13;119.32;123.11;122.13;98.95;112.07;96.24
352;186.88;61.57;447.32;183.72;163.37;143.55;141.86;115.69;93.01;118.63;123.79;122.54;100.45;114.54;96.36
353;187.95;60.79;453.08;183.53;164.82;143.72;141.88;116.57;93.37;118.64;123.95;123.03;98.81;113.61;96.74
354;188.9;60.29;457.24;186.95;164.69;145.68;140.48;117.34;93.74;119.11;124.76;123.62;99.31;115.11;96.66
355;189.46;61.37;455.19;188.91;164.21;144.86;140.32;116.7;94.0;119.88;124.66;123.31;100.12;117.52;96.69
356;188.61;61.5;459.49;188.92;163.67;146.36;140.62;116.12;94.38;120.5;124.92;124.18;99.74;119.4;95.74
357;188.33;61.27;453.52;187.97;163.02;146.9;140.62;116.79;94.02;119.54;124.87;123.48;100.29;117.7;95.16
358;190.8;62.25;446.25;186.87;168.73;148.18;140.84;117.5;94.67;120.43;126.1;124.18;100.36;117.46;95.33
359;189.53;62.49;415.99;182.99;172.68;143.6;141.99;120.12;95.36;121.19;126.06;124.36;99.39;116.06;95.79
360;193.77;61.84;425.07;185.55;173.99;147.17;141.51;124.79;96.54;123.06;127.09;123.78;98.7;116.26;95.76
361;194.28;60.46;418.66;184.69;174.44;144.74;141.69;125.26;96.74;123.6;126.83;122.49;99.13;118.21;95.38
362;194.25;60.69;395.32;183.34;178.04;140.43;141.19;128.26;96.87;124.97;126.7;124.16;98.78;116.41;95.69
363;192.38;60.05;397.61;183.17;175.99;141.93;142.38;127.08;96.08;124.51;126.22;123.84;97.8;116.71;95.63
364;192.66;59.71;400.83;182.49;174.68;143.45;141.58;126.68;95.37;123.7;126.21;123.81;97.89;113.35;95.91
365;196.16;59.88;406.61;182.82;174.16;145.62;141.6;125.99;95.69;123.72;126.58;124.03;96.88;114.83;96.14
366;197.49;59.88;405.55;182.88;176.34;147.19;141.26;127.25;95.81;124.02;127.28;124.38;96.53;116.18;96.41
367;197.37;59.68;412.26;186.44;175.83;146.88;141.82;127.79;96.24;124.54;127.68;124.1;96.41;117.46;96.42
368;196.89;60.56;404.17;185.39;177.87;148.31;141.48;127.41;95.93;123.77;127.88;125.03;96.01;115.74;96.36
369;203.96;60.05;394.3;186.01;175.64;148.11;143.03;127.4;96.35;124.03;127.82;124.39;96.54;114.64;96.65
370;200.81;59.64;394.92;185.95;174.23;147.6;142.11;126.21;96.09;123.62;127.3;123.41;97.19;115.54;95.89
371;201.37;60.25;405.7;187.84;176.69;148.78;142.08;130.41;96.24;123.83;128.44;123.23;97.23;116.06;96.38
372;205.6;60.05;419.12;190.49;178.06;148.43;143.24;130.12;96.14;123.8;129.13;124.88;97.84;115.78;96.64
373;207.17;59.48;415.33;188.46;177.31;146.58;144.55;127.43;95.56;123.94;128.72;124.01;97.73;116.39;96.31
374;209.38;59.0;416.79;188.25;176.69;146.56;144.48;126.87;96.06;125.03;128.61;123.31;98.15;117.66;95.84
375;212.29;59.07;414.87;188.96;179.5;146.94;143.47;126.39;97.19;129.09;128.86;124.08;98.24;118.21;95.55
376;213.81;59.17;413.55;188.96;178.87;147.3;143.69;126.28;97.33;129.26;128.81;123.59;98.87;118.43;95.71
377;216.24;59.17;417.58;184.2;178.49;149.04;145.23;126.06;97.25;129.85;128.77;123.68;99.77;120.8;95.71
378;217.48;59.1;418.06;184.72;179.44;149.47;145.43;126.27;97.39;129.88;129.01;123.01;100.32;121.21;95.36
379;216.32;59.41;409.81;182.72;178.02;149.04;144.48;125.93;96.95;129.47;128.34;122.39;101.26;122.38;95.04
380;215.58;61.21;422.19;186.0;179.7;149.68;144.25;127.42;98.56;131.94;129.4;121.84;101.84;122.28;94.48
381;215.91;61.79;449.98;185.96;179.89;151.17;145.51;128.95;100.5;132.91;130.23;122.82;102.03;124.83;94.08
382;218.88;63.09;452.35;186.83;182.46;151.73;145.64;127.95;100.63;132.49;130.76;124.72;102.28;125.6;94.49
383;222.34;63.12;456.19;188.95;181.29;155.37;146.5;127.04;100.55;132.28;131.68;126.03;102.35;124.45;94.04
384;227.92;62.24;470.16;188.25;181.56;156.0;148.67;127.53;101.01;132.93;131.9;126.42;102.22;125.04;94.28
385;228.47;63.19;470.04;188.23;182.48;155.69;146.88;126.05;100.58;132.21;132.07;127.26;101.68;127.53;94.81
386;227.7;64.45;473.72;188.19;184.49;155.52;145.83;125.46;99.78;133.06;131.92;126.81;102.12;128.76;95.14
387;232.28;64.76;474.57;189.26;185.48;156.65;146.34;128.14;100.76;137.11;132.85;126.44;102.37;129.23;94.92
388;233.79;63.87;472.24;191.21;188.54;156.98;147.58;129.8;101.45;138.17;133.74;127.1;103.36;130.24;94.24
389;232.43;62.0;466.16;190.24;187.87;157.37;147.32;129.59;100.81;136.53;133.27;127.02;103.52;129.09;92.51
390;231.32;59.07;475.92;193.38;189.07;159.45;150.26;130.11;102.0;136.89;134.53;126.57;103.72;129.57;92.48
391;231.77;57.09;475.33;193.55;189.53;160.92;152.6;129.58;101.34;136.09;134.31;126.59;102.79;129.53;93.15
392;235.02;55.36;487.34;192.69;189.11;160.39;153.03;130.11;101.02;135.79;134.9;127.32;103.25;128.36;92.75
393;235.68;55.05;494.92;191.11;191.32;162.52;154.28;131.52;102.29;137.1;135.99;127.67;103.17;128.6;92.6
394;233.67;57.5;505.98;191.16;191.12;162.94;154.94;130.87;102.35;135.5;136.28;127.52;103.54;130.59;92.6
395;232.17;55.97;499.39;188.11;193.56;162.81;154.78;131.43;102.62;135.89;136.21;126.59;105.11;132.89;92.19
396;233.59;55.09;500.56;184.75;193.61;163.68;155.97;133.94;102.43;135.12;136.29;126.27;105.61;132.69;91.59
397;230.4;54.92;515.34;185.19;194.65;165.12;158.59;134.59;103.16;135.68;137.9;127.38;104.78;133.97;91.58
398;225.85;54.3;514.05;180.28;192.62;161.5;157.62;133.91;100.59;129.51;135.48;126.1;103.52;130.65;91.66
399;224.5;55.05;520.57;180.78;193.56;162.39;155.97;131.85;101.19;129.64;135.55;126.29;103.8;131.11;91.45
400;223.76;54.54;509.34;181.16;195.57;164.33;154.39;130.91;103.24;129.87;135.46;125.66;104.21;133.28;91.39
401;217.2;53.25;494.56;173.3;191.23;158.05;152.86;129.23;97.98;122.64;132.59;123.6;103.39;132.57;90.72
402;208.36;50.76;452.59;168.97;182.06;151.98;146.44;123.67;92.4;116.47;127.15;121.77;103.33;129.94;91.18
403;215.71;51.99;477.75;176.03;187.6;156.82;147.63;125.18;90.82;121.19;129.37;118.91;102.8;128.4;91.76
404;212.86;51.92;484.57;172.26;188.87;156.4;150.48;123.95;89.18;119.23;128.72;121.08;101.67;125.16;91.66
405;201.34;49.2;460.68;167.52;180.52;148.83;146.34;120.85;88.17;116.14;123.89;118.68;102.09;123.86;92.51
406;205.78;50.86;491.51;169.57;184.14;152.05;145.39;122.28;88.74;117.38;125.74;117.01;101.79;119.91;92.56
407;210.03;50.46;482.93;176.4;186.98;154.86;145.65;122.51;89.49;117.88;127.49;118.41;102.65;120.09;92.62
408;212.35;49.95;492.68;178.17;188.14;154.7;147.74;124.6;89.35;117.17;127.83;117.7;102.95;119.89;92.24
409;217.99;50.73;511.29;181.45;192.49;157.94;148.8;126.77;89.53;117.52;129.54;118.99;105.08;122.75;91.87
410;220.64;50.56;522.05;187.55;193.29;160.12;151.04;129.91;89.24;117.54;131.1;120.31;104.81;124.25;91.03
411;215.55;51.24;516.42;186.94;191.9;159.55;153.3;129.96;89.63;117.13;131.15;121.67;104.9;124.93;90.77
412;214.54;50.18;527.52;186.31;191.95;159.76;137.69;127.63;88.7;115.92;130.39;121.86;103.01;125.38;91.53
413;214.09;49.33;511.48;185.46;192.76;157.69;133.9;126.02;87.69;113.91;129.67;122.15;103.1;124.93;92.0
414;219.09;49.77;513.16;187.01;192.4;157.63;135.73;126.59;88.83;114.78;129.8;122.31;103.15;127.14;92.41
415;223.99;49.74;521.17;190.27;196.3;160.97;135.91;128.77;90.79;117.6;131.88;122.5;102.96;128.72;92.07
416;225.76;50.29;522.55;194.03;198.75;163.14;136.24;130.81;92.32;119.7;133.43;123.12;103.16;129.45;92.37
417;222.4;49.77;521.44;193.4;196.39;161.54;133.9;128.97;90.75;118.67;131.73;123.11;101.98;127.63;92.15
418;213.26;48.44;512.84;193.11;193.27;160.98;131.69;129.51;88.69;116.9;130.27;122.57;101.98;124.85;92.79
419;207.19;48.13;492.09;189.72;189.81;157.65;130.33;128.25;88.06;117.03;128.53;121.24;101.0;123.54;93.09
420;201.88;48.47;501.27;191.04;189.63;158.14;129.88;128.45;88.47;116.61;129.19;118.33;102.41;124.06;92.49
421;208.42;49.5;499.38;191.7;192.54;159.59;131.65;129.91;89.31;118.19;130.61;119.04;102.18;126.74;92.15
422;212.05;50.26;513.18;191.53;192.71;158.52;130.3;129.89;89.2;118.71;130.96;119.11;103.38;126.8;92.0
423;208.96;49.81;512.5;189.76;191.99;159.55;128.37;127.11;86.96;118.91;130.89;119.51;102.79;123.86;91.4
424;211.83;49.84;511.1;191.83;192.0;160.04;129.4;125.98;86.79;118.39;131.48;121.04;102.32;121.77;91.42
425;218.25;51.29;519.9;195.12;197.52;163.04;130.58;127.94;87.31;122.44;133.76;121.51;102.51;125.66;92.22
426;213.08;51.83;529.28;197.01;196.89;162.68;129.62;128.48;88.1;121.99;133.59;121.56;102.28;124.29;92.2
427;211.96;49.53;524.94;195.11;194.53;161.32;129.96;127.18;87.27;121.64;132.74;120.78;102.78;122.97;91.97
428;210.38;48.99;527.12;193.45;192.35;160.51;129.03;125.26;86.18;120.25;131.98;120.56;102.67;123.48;91.58
429;213.18;49.29;528.39;193.68;192.84;161.6;128.8;125.86;87.14;120.72;131.88;121.34;102.08;123.94;91.7
430;215.78;49.12;530.81;193.0;193.17;163.06;131.24;126.1;87.96;120.54;132.1;121.7;101.65;126.27;92.2
431;209.84;48.3;510.72;190.05;191.65;161.33;128.71;124.93;86.83;118.96;130.23;120.32;102.08;125.7;92.41
432;212.47;46.82;528.9;189.98;191.84;163.56;129.45;127.11;86.64;119.6;130.42;121.0;101.64;128.42;91.99
433;214.87;47.65;526.74;185.68;192.0;161.35;129.79;126.24;87.87;122.25;130.18;120.71;102.38;132.0;92.63
